name,id,lon,lat
Barclay St & Church St,417,-74.01020234,40.71291224
W 59 St & 10 Ave,422,-73.988038,40.770513
W 54 St & 9 Ave,423,-73.98690506,40.76584941
West St & Chambers St,426,-74.01322069,40.71754834
Bus Slip & State St,427,-74.013942,40.701907
E 7 St & Avenue A,432,-73.98379855,40.72621788
E 13 St & Avenue A,433,-73.98057249,40.72955361
W 21 St & 6 Ave,435,-73.99415556,40.74173969
St Marks Pl & 1 Ave,438,-73.98564945,40.72779126
E 4 St & 2 Ave,439,-73.98978041,40.7262807
E 45 St & 3 Ave,440,-73.97282625,40.75255434
E 52 St & 2 Ave,441,-73.967416,40.756014
W 27 St & 7 Ave,442,-73.993915,40.746647
E 10 St & Avenue A,445,-73.98142006,40.72740794
W 24 St & 7 Ave,446,-73.99529885,40.74487634
8 Ave & W 52 St,447,-73.9851615,40.76370739
W 37 St & 10 Ave,448,-73.9979009,40.75660359
W 52 St & 9 Ave,449,-73.98789473,40.76461837
W 49 St & 8 Ave,450,-73.98788205,40.76227205
W 22 St & 8 Ave,453,-73.99915362,40.74475148
E 51 St & 1 Ave,454,-73.96592976,40.75455731
1 Ave & E 44 St,455,-73.96905301,40.75001986
E 53 St & Madison Ave,456,-73.97402311,40.7597108
Broadway & W 58 St,457,-73.98169333,40.76695317
11 Ave & W 27 St,458,-74.005226,40.751396
W 20 St & 11 Ave,459,-74.007756,40.746745
E 20 St & 2 Ave,461,-73.98205027,40.73587678
W 22 St & 10 Ave,462,-74.00451887,40.74691959
Broadway & W 41 St,465,-73.98658032,40.75513557
W 25 St & 6 Ave,466,-73.99144871,40.74395411
Broadway & W 56 St,468,-73.98192338,40.7652654
Broadway & W 53 St,469,-73.98268129,40.76344058
W 20 St & 8 Ave,470,-74.00004031,40.74345335
E 32 St & Park Ave,472,-73.98194829,40.7457121
Rivington St & Chrystie St,473,-73.9919254,40.72110063
5 Ave & E 29 St,474,-73.98683077,40.7451677
E 31 St & 3 Ave,476,-73.97966069,40.74394314
W 41 St & 8 Ave,477,-73.9900262,40.75640548
11 Ave & W 41 St,478,-73.99884222,40.76030096
9 Ave & W 45 St,479,-73.9912551,40.76019252
W 53 St & 10 Ave,480,-73.99061728,40.76669671
W 15 St & 7 Ave,482,-73.99931783,40.73935542
E 12 St & 3 Ave,483,-73.98889957,40.73223272
W 44 St & 5 Ave,484,-73.98014437,40.75500254
W 37 St & 5 Ave,485,-73.98338988,40.75038009
Broadway & W 29 St,486,-73.98855723,40.7462009
E 20 St & FDR Drive,487,-73.97573881,40.73314259
8 Ave & W 33 St,490,-73.993934,40.751551
E 24 St & Park Ave S,491,-73.98602213,40.74096374
W 33 St & 7 Ave,492,-73.99093085,40.75019995
W 45 St & 6 Ave,493,-73.98291153,40.7568001
W 26 St & 8 Ave,494,-73.99723551,40.74734825
W 47 St & 10 Ave,495,-73.99301222,40.76269882
E 16 St & 5 Ave,496,-73.99238967,40.73726186
E 17 St & Broadway,497,-73.99009296,40.73704984
Broadway & W 32 St,498,-73.98808416,40.74854862
Broadway & W 60 St,499,-73.98191841,40.76915505
Broadway & W 51 St,500,-73.98336183,40.76228826
FDR Drive & E 35 St,501,-73.97121214,40.744219
Henry St & Grand St,502,-73.981346,40.714215
E 20 St & Park Ave,503,-73.98751968,40.73827428
1 Ave & E 16 St,504,-73.98165557,40.73221853
6 Ave & W 33 St,505,-73.98848395,40.74901271
E 25 St & 2 Ave,507,-73.97973776,40.73912601
W 46 St & 11 Ave,508,-73.99667444,40.76341379
9 Ave & W 22 St,509,-74.00197139,40.7454973
W 56 St & 10 Ave,513,-73.988639,40.768254
12 Ave & W 40 St,514,-74.00277668,40.76087502
W 43 St & 10 Ave,515,-73.99461843,40.76009437
E 47 St & 1 Ave,516,-73.96784384,40.75206862
Pershing Square South,517,-73.97791,40.751581
E 39 St & 2 Ave,518,-73.9734419,40.74780373
Pershing Square North,519,-73.977706,40.751873
W 52 St & 5 Ave,520,-73.97648516,40.75992262
E 51 St & Lexington Ave,522,-73.97207836,40.75714758
W 38 St & 8 Ave,523,-73.99138152,40.75466591
W 43 St & 6 Ave,524,-73.98316936,40.75527307
W 34 St & 11 Ave,525,-74.0021163,40.75594159
E 33 St & 5 Ave,526,-73.98490707,40.74765947
E 33 St & 2 Ave,527,-73.976056,40.744023
2 Ave & E 31 St,528,-73.97706058,40.74290902
W 42 St & 8 Ave,529,-73.99098507,40.7575699
11 Ave & W 59 St,530,-73.990541,40.771522
Forsyth St & Broome St,531,-73.99266288,40.71893904
Broadway & W 38 St,533,-73.98721619,40.75299641
Water - Whitehall Plaza,534,-74.0127234,40.70255065
1 Ave & E 30 St,536,-73.97536082,40.74144387
Lexington Ave & E 24 St,537,-73.98409214,40.74025878
Lexington Ave & E 29 St,540,-73.98215353,40.74311555
E 23 St & 1 Ave,545,-73.97809472,40.736502
E 30 St & Park Ave S,546,-73.98303529,40.74444921
1 Ave & E 18 St,2003,-73.98054421,40.73381219
Central Park S & 6 Ave,2006,-73.97634151,40.76590936
Little West St & 1 Pl,2008,-74.01677685,40.70569254
Catherine St & Monroe St,2009,-73.99682619,40.71117444
Grand St & Greene St,2010,-74.00234737,40.72165481
E 27 St & 1 Ave,2012,-73.976806,40.739445
W 45 St & 8 Ave,2021,-73.98859651,40.75929124
E 60 St & York Ave,2022,-73.959223,40.759107
E 55 St & Lexington Ave,2023,-73.97031366,40.75968085
South End Ave & Liberty St,3002,-74.015756,40.711512
E 68 St & 3 Ave,3131,-73.96224618,40.7671284
E 59 St & Madison Ave,3132,-73.97109243,40.76350532
3 Ave & E 62 St,3134,-73.96526895,40.76312584
E 75 St & 3 Ave,3135,-73.95772297,40.77112927
5 Ave & E 63 St,3136,-73.971518,40.766368
5 Ave & E 73 St,3137,-73.96685276,40.77282817
E 72 St & Park Ave,3139,-73.96409422,40.77118288
1 Ave & E 78 St,3140,-73.9535166,40.77140426
1 Ave & E 68 St,3141,-73.95818491,40.76500525
1 Ave & E 62 St,3142,-73.96094022,40.7612274
5 Ave & E 78 St,3143,-73.96427393,40.77632142
E 81 St & Park Ave,3144,-73.9590097,40.77677702
E 84 St & Park Ave,3145,-73.95772073,40.77862688
E 81 St & 3 Ave,3146,-73.9567526,40.77573034
E 85 St & 3 Ave,3147,-73.95407149,40.77801203
E 84 St & 1 Ave,3148,-73.95068615,40.77565541
E 85 St & York Ave,3150,-73.94803392,40.77536905
E 81 St & York Ave,3151,-73.94989233,40.7728384
3 Ave & E 71 St,3152,-73.96119945,40.76873687
E 71 St & 2 Ave,3153,-73.95910263,40.76817547
Lexington Ave & E 63 St,3155,-73.96648977,40.76440023
E 72 St & York Ave,3156,-73.95348296,40.76663814
East End Ave & E 86 St,3157,-73.94446054,40.77518615
W 63 St & Broadway,3158,-73.98261428,40.77163851
W 67 St & Broadway,3159,-73.98266566,40.77492513
Central Park West & W 76 St,3160,-73.97374737,40.77896784
W 76 St & Columbus Ave,3161,-73.97728533,40.78018397
W 78 St & Broadway,3162,-73.98093133,40.78339981
Central Park West & W 68 St,3163,-73.97782542,40.7734066
Columbus Ave & W 72 St,3164,-73.97898475,40.7770575
Central Park West & W 72 St,3165,-73.97620574,40.77579377
Riverside Dr & W 72 St,3166,-73.98562431,40.78057799
Amsterdam Ave & W 73 St,3167,-73.98093045,40.77966809
Central Park West & W 85 St,3168,-73.96961715,40.78472675
Riverside Dr & W 82 St,3169,-73.98128127,40.78720869
W 84 St & Columbus Ave,3170,-73.97283406,40.78499979
Amsterdam Ave & W 82 St,3171,-73.97667321,40.78524672
W 74 St & Columbus Ave,3172,-73.97754961,40.7785669
Riverside Blvd & W 67 St,3173,-73.98888588,40.77750703
W 70 St & Amsterdam Ave,3175,-73.98288594,40.77748046
W 64 St & West End Ave,3176,-73.98753759,40.77452835
W 84 St & Broadway,3177,-73.977112,40.7867947
Riverside Dr & W 78 St,3178,-73.98362492,40.78414472
E 55 St & 3 Ave,3223,-73.96865398,40.75899656
W 13 St & Hudson St,3224,-74.00513873,40.73997354
W 82 St & Central Park West,3226,-73.97137,40.78275
E 67 St & Park Ave,3231,-73.96592081,40.7678008
E 48 St & 5 Ave,3233,-73.97805914,40.75724568
E 41 St & Madison Ave,3235,-73.97992194,40.75216528
W 42 St & Dyer Ave,3236,-73.99379969,40.75898481
NYCBS Depot BAL - DYR,3240,-73.9938587,40.75903008
E 58 St & 1 Ave,3243,-73.96226227,40.75892386
University Pl & E 8 St,3244,-73.99490342,40.73143724
NYCBS DEPOT - DELANCEY,3245,-73.98233056,40.71644423
8 Ave & W 31 St,3255,-73.99468482,40.75058535
Pier 40 - Hudson River Park,3256,-74.01129574,40.72771408
W 27 St & 10 Ave,3258,-74.00218427,40.75018156
9 Ave & W 28 St,3259,-73.99923384,40.74937024
Mercer St & Bleecker St,3260,-73.99662137,40.72706363
Cooper Square & Astor Pl,3263,-73.9907527,40.72951496
5 Ave & E 88 St,3282,-73.95939,40.78307
W 89 St & Columbus Ave,3283,-73.97041561,40.7882213
E 88 St & Park Ave,3284,-73.95595908,40.7814107
W 87 St & Amsterdam Ave,3285,-73.9747,40.78839
E 89 St & 3 Ave,3286,-73.9521667,40.7806284
E 88 St & 1 Ave,3288,-73.9488134,40.778301
W 90 St & Amsterdam Ave,3289,-73.97288918,40.79017948
E 89 St & York Ave,3290,-73.946041,40.7779453
5 Ave & E 93 St,3292,-73.957481,40.7857851
W 92 St & Broadway,3293,-73.9739,40.7921
E 91 St & Park Ave,3294,-73.955327,40.7835016
Central Park W & W 96 St,3295,-73.964839,40.79127
E 93 St & 2 Ave,3296,-73.94891962,40.78245418
E 98 St & Park Ave,3299,-73.95206,40.78813
Columbus Ave & W 95 St,3301,-73.968087,40.7919557
Columbus Ave & W 103 St,3302,-73.96434123,40.7969347
E 91 St & 2 Ave,3305,-73.94965589,40.7811223
West End Ave & W 94 St,3307,-73.974124,40.7941654
E 97 St & 3 Ave,3309,-73.94860294,40.7859201
1 Ave & E 94 St,3312,-73.94594,40.7817212
W 95 St & Broadway,3314,-73.971888,40.7937704
W 104 St & Amsterdam Ave - 1,3316,-73.96621738,40.7989937
2 Ave & E 96 St,3318,-73.9471673,40.7839636
Central Park West & W 100 St,3320,-73.96286845,40.79406661
W 106 St & Central Park West,3323,-73.9605909,40.7981856
E 95 St & 3 Ave,3325,-73.950503,40.7849032
3 Ave & E 100 St,3327,-73.94728331,40.7877214
W 100 St & Manhattan Ave,3328,-73.9645,40.795
Riverside Dr & W 104 St,3331,-73.97114574,40.8013434
E 97 St & Madison Ave,3336,-73.953559,40.787801
2 Ave & E 99 St,3338,-73.94552579,40.7862586
Central Park West & W 102 St,3341,-73.96186,40.795346
W 107 St & Columbus Ave,3343,-73.96211287,40.7997568
Madison Ave & E 99 St,3345,-73.95242929,40.78948542
W 100 St & Broadway,3350,-73.97041192,40.7973721
E 102 St & 1 Ave,3351,-73.94164802,40.7869946
E 66 St & Madison Ave,3355,-73.96845281,40.76800889
Amsterdam Ave & W 66 St,3356,-73.98470567,40.7746671
W 106 St & Amsterdam Ave,3357,-73.96644925,40.8008363
E 68 St & Madison Ave,3359,-73.96703464,40.7691572
Amsterdam Ave & W 79 St,3360,-73.9786517,40.7829391
Madison Ave & E 82 St,3362,-73.96069399,40.7781314
E 102 St & Park Ave,3363,-73.95033068,40.7904828
West End Ave & W 107 St,3366,-73.96818053,40.8021174
5 Ave & E 103 St,3367,-73.95249933,40.7922553
E 82 St & East End Ave,3369,-73.9468208,40.7724607
E 78 St & 2 Ave,3370,-73.95577801,40.7727966
E 74 St & 1 Ave,3372,-73.95482273,40.7689738
Central Park North & Adam Clayton Powell Blvd,3374,-73.955613,40.799484
3 Ave & E 72 St,3375,-73.96060712,40.7699426
E 65 St & 2 Ave,3376,-73.9622207,40.76471852
E 76 St & Park Ave,3378,-73.96222088,40.773763
E 103 St & Lexington Ave,3379,-73.94755757,40.7903051
Cathedral Pkwy & Broadway,3383,-73.96699104,40.804213
E 106 St & Madison Ave,3387,-73.94945003,40.7934337
E 109 St & 3 Ave,3390,-73.9432083,40.79329668
E 106 St & 1 Ave,3391,-73.93956237,40.7892529
E 110 St & Madison Ave,3400,-73.94782145,40.7961535
E 106 St & Lexington Ave,3424,-73.945993,40.791976
2 Ave & E 104 St,3425,-73.94370784,40.7892105
Lafayette St & Jersey St,3427,-73.99600983,40.72430527
E 35 St & 3 Ave,3431,-73.977885,40.746524
W 88 St & West End Ave,3434,-73.9771834,40.79025417
Grand St & Elizabeth St,3435,-73.99596,40.718822
Riverside Dr & W 91 St,3437,-73.97700369,40.79313481
E 76 St & 3 Ave,3438,-73.95842135,40.77224854
10 Hudson Yards,3441,-74.00264,40.752957
W 52 St & 6 Ave,3443,-73.97982001,40.76132983
E 71 St & 1 Ave,3447,-73.9562273,40.76703432
E 58 St & Madison Ave,3457,-73.97209525,40.76302594
W 55 St & 6 Ave,3458,-73.97835016,40.76309387
E 53 St & 3 Ave,3459,-73.96930575,40.75763228
Murray St & Greenwich St,3461,-74.01122332,40.71485151
E 44 St & 2 Ave,3462,-73.97138715,40.75118387
E 16 St & Irving Pl,3463,-73.98797393,40.73536706
W 45 St & 6 Ave (OLD),3466,-73.98257732,40.75668721
W Broadway & Spring Street,3467,-74.00165856,40.72494672
NYCBS Depot - STY - Garage 4,3468,-73.9747502,40.7303801
W 15 St & 10 Ave,3472,-74.00747359,40.74275383
6 Ave & Spring St,3474,-74.00412083,40.7252557
NYCBS Depot - RIS,3485,-73.974724,40.725208
8D QC Station 01,3488,-73.56946349,45.50636405
Gold St & Frankfort St,3489,-74.00354147,40.71069995
E 116 St & 2 Ave,3490,-73.937261,40.796879
E 118 St & 1 Ave,3491,-73.93504,40.79747
E 118 St & Park Ave,3492,-73.9419949,40.8005385
E 118 St & 3 Ave,3493,-73.9389152,40.799139
E 115 St & Lexington Ave,3494,-73.9423,40.797911
E 114 St & 1 Ave,3495,-73.9362541,40.7945663
1 Ave & E 110 St,3496,-73.9383,40.7923272
Pleasant Ave & E 116 St,3497,-73.9333349,40.7949879
Pleasant Ave & E 120 St,3498,-73.9311847,40.7974772
2 Ave & E 122 St,3499,-73.9349,40.8006721
E 115 St & Madison Ave,3500,-73.944846,40.7989445
E 118 St & Madison Ave,3501,-73.9442507,40.8014866
Lexington Ave & E 111 St,3502,-73.9441232,40.7954121
Madison Ave & E 120 St,3503,-73.942954,40.80295
E 123 St & Lexington Ave,3504,-73.9379,40.8029263
Lexington Ave & E 127 St,3505,-73.936322,40.805726
Lexington Ave & E 120 St,3506,-73.9398167,40.8013066
Park Ave & E 124 St,3507,-73.9396861,40.8045555
St Nicholas Ave & Manhattan Ave,3508,-73.953149,40.809725
Lenox Ave & W 115 St,3509,-73.9500739,40.8011939
Adam Clayton Powell Blvd & W 123 St,3510,-73.949373,40.8078316
Adam Clayton Powell Blvd & W 115 St,3511,-73.9532423,40.802535
Lenox Ave & W 126 St,3518,-73.9452087,40.808442
Adam Clayton Powell Blvd & W 118 St,3520,-73.951475,40.804372
Lenox Ave & W 111 St,3521,-73.9523,40.7987859
5 Ave & E 126 St,3527,-73.941747,40.80698
Lenox Ave & W 130 St,3529,-73.9430681,40.8107922
Frederick Douglass Blvd & W 129 St,3531,-73.9492286,40.8125511
St. Nicholas Ave & W 126 St,3533,-73.9518776,40.8114323
Frederick Douglass Blvd & W 117 St,3534,-73.954692,40.805159
Mt Morris Park W & W 120 St,3535,-73.945925,40.804038
W 116 St & Broadway,3536,-73.9641,40.8082
W 110 St & Amsterdam Ave,3538,-73.96295,40.802692
W 116 St & Amsterdam Ave,3539,-73.9607082,40.8067581
Morningside Ave & W 123 St,3540,-73.9551508,40.81
Amsterdam Ave & W 125 St,3541,-73.956461,40.813358
Amsterdam Ave & W 119 St,3542,-73.9596214,40.8086249
Morningside Dr & Amsterdam Ave,3543,-73.95736456,40.81028506
Broadway & W 122 St,3545,-73.9612547,40.8120562
Broadway & Moylan Pl,3547,-73.9590255,40.8143256
3 Ave & E 112 St,3551,-73.941606,40.795508
W 113 St & Broadway,3552,-73.964928,40.805973
Frederick Douglass Blvd & W 112 St,3553,-73.957145,40.801694
E 128 St & Madison Ave,3622,-73.939182,40.80756
W 120 St & Claremont Ave,3623,-73.9634,40.8109494
Lenox Ave & W 117 St,3628,-73.9490782,40.8025566
Adam Clayton Powell Blvd & W 126 St,3629,-73.94776493,40.80949535
E 12 St & Avenue B,3632,-73.9788115,40.72804857
W 36 St & 9 Ave,3635,-73.99516761,40.75462324
Broadway & W 25 St,3641,-73.98918629,40.74286877
E 98 St & Lexington Ave,3642,-73.95012259,40.7872852
E 41 St & 5 Ave,3643,-73.98123622,40.75272201
W 129 St & Convent Ave,3649,-73.95324737,40.81439444
8D Mobile 01,3650,-73.56890559,45.50626419
Bike Mechanics at Riis Room A,3651,-73.97468617,40.72522577
E 2 St & Avenue A,3656,-73.98583621,40.72307749
W 18 St & 9 Ave,3658,-74.00367558,40.74353373
W 17 St & 9 Ave,3659,-74.00413692,40.74294892
W 16 St & 8 Ave,3660,-74.00138497,40.74102151
North Moore St & Greenwich St,3664,-74.01030064,40.72019521
E 81 St & 2 Ave,3671,-73.95427465,40.77477945
3 Ave & E 95 St,3675,-73.94968539,40.7845968
E 43 St & 5 Ave,3680,-73.98025185,40.75412081
Smart Cities Conference,3683,-73.98453534,40.71015471
W 12 St & W 4 St,3684,-74.00398269,40.73756121
Gansevoort St & Hudson St,3686,-74.00507033,40.7394482
E 33 St & 1 Ave,3687,-73.97449784,40.74322681
2 Ave & E 55 St,3688,-73.96638215,40.75792021
W 104 St & Amsterdam Ave,3689,-73.9664948,40.79904139
Park Pl & Church St,3690,-74.00935516,40.71334184
E 5 St & 2 Ave,3695,-73.98919031,40.72686952
W 64 St & Thelonious Monk Circle,3697,-73.98918696,40.77515953
W 50 St & 9 Ave,3699,-73.98917958,40.76360468
E 87 St & 3 Ave,3700,-73.95333588,40.77940609
Cliff St & Fulton St,3701,-74.00504082,40.70831794
Thompson St & Bleecker St,3705,-73.99968781,40.72840059
